#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0032101	regulation of response to external stimulus	6	1013	1.02	0.0032	9606.ENSP00000226730,9606.ENSP00000327824,9606.ENSP00000343204,9606.ENSP00000343957,9606.ENSP00000380697,9606.ENSP00000471896	IL2,IFNLR1,JAK1,IFNAR2,IRF7,IRF3
GO:0060333	interferon-gamma-mediated signaling pathway	3	70	1.88	0.0034	9606.ENSP00000343204,9606.ENSP00000380697,9606.ENSP00000471896	JAK1,IRF7,IRF3
GO:0032606	type I interferon production	2	9	2.6	0.0066	9606.ENSP00000380697,9606.ENSP00000471896	IRF7,IRF3
GO:0045088	regulation of innate immune response	4	301	1.37	0.0070	9606.ENSP00000343204,9606.ENSP00000343957,9606.ENSP00000380697,9606.ENSP00000471896	JAK1,IFNAR2,IRF7,IRF3
GO:0002250	adaptive immune response	4	317	1.35	0.0083	9606.ENSP00000226730,9606.ENSP00000276927,9606.ENSP00000380697,9606.ENSP00000480467	IL2,IFNA1,IRF7,IFNA13
GO:0038110	interleukin-2-mediated signaling pathway	2	11	2.51	0.0085	9606.ENSP00000226730,9606.ENSP00000343204	IL2,JAK1
GO:0070106	interleukin-27-mediated signaling pathway	2	11	2.51	0.0085	9606.ENSP00000343204,9606.ENSP00000431885	JAK1,TYK2
GO:0060340	positive regulation of type I interferon-mediated signaling pathway	2	13	2.44	0.0107	9606.ENSP00000380697,9606.ENSP00000471896	IRF7,IRF3
GO:0032479	regulation of type I interferon production	3	130	1.61	0.0167	9606.ENSP00000368699,9606.ENSP00000380697,9606.ENSP00000471896	ISG15,IRF7,IRF3
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	3	133	1.6	0.0175	9606.ENSP00000226730,9606.ENSP00000276927,9606.ENSP00000480467	IL2,IFNA1,IFNA13
GO:0033141	positive regulation of peptidyl-serine phosphorylation of STAT protein	2	21	2.23	0.0226	9606.ENSP00000276927,9606.ENSP00000480467	IFNA1,IFNA13
GO:0050776	regulation of immune response	5	896	1.0	0.0230	9606.ENSP00000226730,9606.ENSP00000343204,9606.ENSP00000343957,9606.ENSP00000380697,9606.ENSP00000471896	IL2,JAK1,IFNAR2,IRF7,IRF3
GO:0001816	cytokine production	3	158	1.53	0.0258	9606.ENSP00000368699,9606.ENSP00000380697,9606.ENSP00000471896	ISG15,IRF7,IRF3
GO:0035455	response to interferon-alpha	2	23	2.19	0.0258	9606.ENSP00000270139,9606.ENSP00000343957	IFNAR1,IFNAR2
GO:0002323	natural killer cell activation involved in immune response	2	24	2.17	0.0266	9606.ENSP00000276927,9606.ENSP00000480467	IFNA1,IFNA13
GO:0032727	positive regulation of interferon-alpha production	2	26	2.14	0.0299	9606.ENSP00000380697,9606.ENSP00000471896	IRF7,IRF3
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	2	30	2.07	0.0380	9606.ENSP00000380697,9606.ENSP00000471896	IRF7,IRF3
GO:0032728	positive regulation of interferon-beta production	2	34	2.02	0.0454	9606.ENSP00000380697,9606.ENSP00000471896	IRF7,IRF3
