#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0002718	regulation of cytokine production involved in immune response	3	89	1.78	0.0067	9606.ENSP00000358072,9606.ENSP00000369213,9606.ENSP00000401980	ATG5,DDX58,MAVS
GO:0031347	regulation of defense response	5	674	1.12	0.0078	9606.ENSP00000215794,9606.ENSP00000262510,9606.ENSP00000369213,9606.ENSP00000377344,9606.ENSP00000401980	USP18,NLRC5,DDX58,DDX60,MAVS
GO:0044804	autophagy of nucleus	2	13	2.44	0.0112	9606.ENSP00000358072,9606.ENSP00000425107	ATG5,ATG12
GO:0060340	positive regulation of type I interferon-mediated signaling pathway	2	13	2.44	0.0112	9606.ENSP00000262510,9606.ENSP00000401980	NLRC5,MAVS
GO:0071360	cellular response to exogenous dsRNA	2	17	2.32	0.0171	9606.ENSP00000369213,9606.ENSP00000401980	DDX58,MAVS
GO:0002697	regulation of immune effector process	4	418	1.23	0.0214	9606.ENSP00000358072,9606.ENSP00000369213,9606.ENSP00000377344,9606.ENSP00000401980	ATG5,DDX58,DDX60,MAVS
GO:0050776	regulation of immune response	5	896	1.0	0.0247	9606.ENSP00000215794,9606.ENSP00000262510,9606.ENSP00000358072,9606.ENSP00000369213,9606.ENSP00000401980	USP18,NLRC5,ATG5,DDX58,MAVS
GO:0002684	positive regulation of immune system process	5	949	0.97	0.0302	9606.ENSP00000262510,9606.ENSP00000368699,9606.ENSP00000369213,9606.ENSP00000377344,9606.ENSP00000401980	NLRC5,ISG15,DDX58,DDX60,MAVS
GO:0032727	positive regulation of interferon-alpha production	2	26	2.14	0.0325	9606.ENSP00000369213,9606.ENSP00000401980	DDX58,MAVS
GO:0032101	regulation of response to external stimulus	5	1013	0.94	0.0397	9606.ENSP00000215794,9606.ENSP00000262510,9606.ENSP00000369213,9606.ENSP00000377344,9606.ENSP00000401980	USP18,NLRC5,DDX58,DDX60,MAVS
GO:0002230	positive regulation of defense response to virus by host	2	32	2.05	0.0465	9606.ENSP00000369213,9606.ENSP00000401980	DDX58,MAVS
GO:0044248	cellular catabolic process	6	1758	0.78	0.0465	9606.ENSP00000215794,9606.ENSP00000323889,9606.ENSP00000358072,9606.ENSP00000368699,9606.ENSP00000425107,9606.ENSP00000441543	USP18,TRIM25,ATG5,ISG15,ATG12,UBC
GO:0019941	modification-dependent protein catabolic process	4	541	1.12	0.0466	9606.ENSP00000215794,9606.ENSP00000323889,9606.ENSP00000368699,9606.ENSP00000441543	USP18,TRIM25,ISG15,UBC
GO:0032728	positive regulation of interferon-beta production	2	34	2.02	0.0490	9606.ENSP00000369213,9606.ENSP00000401980	DDX58,MAVS
