#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0022008	neurogenesis	8	1657	0.93	0.00022	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0060537	muscle tissue development	5	294	1.48	0.00022	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163	ID2,PKD2,EGR2,MYOD1,RB1
GO:0010604	positive regulation of macromolecule metabolic process	10	3600	0.69	0.00024	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,PKD2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0050793	regulation of developmental process	9	2648	0.78	0.00037	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0045595	regulation of cell differentiation	8	1874	0.88	0.00048	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,MYOD1,TCF3,RB1,ID4,TCF4,TCF12
GO:2000045	regulation of G1/S transition of mitotic cell cycle	4	156	1.66	0.00070	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000262965,9606.ENSP00000267163	ID2,PKD2,TCF3,RB1
GO:0010001	glial cell differentiation	4	178	1.6	0.0010	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000367972	ID2,EGR2,NAB2,ID4
GO:0050767	regulation of neurogenesis	6	828	1.11	0.0010	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000262965,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,TCF3,ID4,TCF4,TCF12
GO:2000026	regulation of multicellular organismal development	8	2096	0.83	0.0010	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,MYOD1,TCF3,RB1,ID4,TCF4,TCF12
GO:0035914	skeletal muscle cell differentiation	3	51	2.02	0.0013	9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163	EGR2,MYOD1,RB1
GO:0048513	animal organ development	9	3197	0.7	0.0013	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000388940	ID2,PKD2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF12
GO:0048731	system development	10	4426	0.6	0.0013	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,PKD2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0050769	positive regulation of neurogenesis	5	479	1.27	0.0014	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000262965,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,TCF3,TCF4,TCF12
GO:0048699	generation of neurons	7	1551	0.9	0.0018	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,TCF3,RB1,ID4,TCF4,TCF12
GO:0045685	regulation of glial cell differentiation	3	71	1.88	0.0028	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000367972	ID2,EGR2,ID4
GO:0065009	regulation of molecular function	10	4913	0.56	0.0028	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,PKD2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0043353	enucleate erythrocyte differentiation	2	7	2.71	0.0033	9606.ENSP00000234091,9606.ENSP00000267163	ID2,RB1
GO:0030154	cell differentiation	9	3702	0.64	0.0036	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,MYOD1,TCF3,RB1,NAB2,ID4,TCF4,TCF12
GO:0051240	positive regulation of multicellular organismal process	7	1770	0.85	0.0036	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000381382,9606.ENSP00000388940	ID2,EGR2,MYOD1,TCF3,RB1,TCF4,TCF12
GO:0014706	striated muscle tissue development	4	280	1.41	0.0039	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163	ID2,EGR2,MYOD1,RB1
GO:0007517	muscle organ development	4	291	1.39	0.0044	9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163,9606.ENSP00000388940	EGR2,MYOD1,RB1,TCF12
GO:0045664	regulation of neuron differentiation	5	665	1.13	0.0051	9606.ENSP00000234091,9606.ENSP00000262965,9606.ENSP00000367972,9606.ENSP00000381382,9606.ENSP00000388940	ID2,TCF3,ID4,TCF4,TCF12
GO:0042552	myelination	3	111	1.68	0.0081	9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000367972	EGR2,NAB2,ID4
GO:0048715	negative regulation of oligodendrocyte differentiation	2	13	2.44	0.0081	9606.ENSP00000234091,9606.ENSP00000367972	ID2,ID4
GO:1902947	regulation of tau-protein kinase activity	2	13	2.44	0.0081	9606.ENSP00000267163,9606.ENSP00000300131	RB1,NAB2
GO:0045651	positive regulation of macrophage differentiation	2	15	2.38	0.0096	9606.ENSP00000234091,9606.ENSP00000267163	ID2,RB1
GO:0000082	G1/S transition of mitotic cell cycle	3	128	1.62	0.0108	9606.ENSP00000234091,9606.ENSP00000267163,9606.ENSP00000367972	ID2,RB1,ID4
GO:0009653	anatomical structure morphogenesis	7	2165	0.76	0.0108	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163,9606.ENSP00000300131,9606.ENSP00000367972	ID2,PKD2,EGR2,MYOD1,RB1,NAB2,ID4
GO:0045787	positive regulation of cell cycle	4	388	1.26	0.0108	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000262965,9606.ENSP00000267163	ID2,PKD2,TCF3,RB1
GO:0051090	regulation of DNA-binding transcription factor activity	4	437	1.21	0.0158	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000262965,9606.ENSP00000267163	ID2,PKD2,TCF3,RB1
GO:0043433	negative regulation of DNA-binding transcription factor activity	3	166	1.51	0.0204	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000267163	ID2,PKD2,RB1
GO:0007622	rhythmic behavior	2	26	2.14	0.0214	9606.ENSP00000234091,9606.ENSP00000242480	ID2,EGR2
GO:0042127	regulation of cell population proliferation	6	1642	0.81	0.0221	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000367972	ID2,PKD2,MYOD1,TCF3,RB1,ID4
GO:0048710	regulation of astrocyte differentiation	2	27	2.12	0.0225	9606.ENSP00000234091,9606.ENSP00000367972	ID2,ID4
GO:1903706	regulation of hemopoiesis	4	493	1.16	0.0226	9606.ENSP00000234091,9606.ENSP00000262965,9606.ENSP00000267163,9606.ENSP00000388940	ID2,TCF3,RB1,TCF12
GO:0009888	tissue development	6	1760	0.78	0.0315	9606.ENSP00000234091,9606.ENSP00000237596,9606.ENSP00000242480,9606.ENSP00000250003,9606.ENSP00000267163,9606.ENSP00000367972	ID2,PKD2,EGR2,MYOD1,RB1,ID4
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	2	35	2.01	0.0356	9606.ENSP00000234091,9606.ENSP00000267163	ID2,RB1
GO:0014037	Schwann cell differentiation	2	37	1.98	0.0392	9606.ENSP00000242480,9606.ENSP00000300131	EGR2,NAB2
GO:0045445	myoblast differentiation	2	37	1.98	0.0392	9606.ENSP00000250003,9606.ENSP00000267163	MYOD1,RB1
GO:0045687	positive regulation of glial cell differentiation	2	43	1.92	0.0496	9606.ENSP00000234091,9606.ENSP00000242480	ID2,EGR2
