#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0007512	adult heart development	2	14	2.41	0.0117	9606.ENSP00000347507,9606.ENSP00000386041	MYH7,MYH6
GO:0016525	negative regulation of angiogenesis	3	117	1.66	0.0117	9606.ENSP00000264110,9606.ENSP00000357669,9606.ENSP00000365651	ATF2,NPR1,NPPB
GO:0035815	positive regulation of renal sodium excretion	2	15	2.38	0.0123	9606.ENSP00000357669,9606.ENSP00000365651	NPR1,NPPB
GO:0050896	response to stimulus	11	8046	0.39	0.0172	9606.ENSP00000255030,9606.ENSP00000264110,9606.ENSP00000265074,9606.ENSP00000265986,9606.ENSP00000341083,9606.ENSP00000347507,9606.ENSP00000357669,9606.ENSP00000365651,9606.ENSP00000365663,9606.ENSP00000386041,9606.ENSP00000394842	CRP,ATF2,NPR3,IDE,NPR2,MYH7,NPR1,NPPB,NPPA,MYH6,GCA
GO:0003085	negative regulation of systemic arterial blood pressure	2	22	2.21	0.0226	9606.ENSP00000365651,9606.ENSP00000365663	NPPB,NPPA
GO:0048738	cardiac muscle tissue development	3	160	1.52	0.0247	9606.ENSP00000347507,9606.ENSP00000365663,9606.ENSP00000386041	MYH7,NPPA,MYH6
GO:0002026	regulation of the force of heart contraction	2	27	2.12	0.0311	9606.ENSP00000347507,9606.ENSP00000386041	MYH7,MYH6
GO:0051093	negative regulation of developmental process	5	983	0.96	0.0311	9606.ENSP00000255030,9606.ENSP00000264110,9606.ENSP00000341083,9606.ENSP00000357669,9606.ENSP00000365651	CRP,ATF2,NPR2,NPR1,NPPB
GO:0030308	negative regulation of cell growth	3	187	1.46	0.0360	9606.ENSP00000357669,9606.ENSP00000365651,9606.ENSP00000365663	NPR1,NPPB,NPPA
GO:0007507	heart development	4	522	1.13	0.0366	9606.ENSP00000264110,9606.ENSP00000347507,9606.ENSP00000365663,9606.ENSP00000386041	ATF2,MYH7,NPPA,MYH6
