#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0006508	proteolysis	6	1256	0.93	0.0101	9606.ENSP00000218099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000364709,9606.ENSP00000364731	F9,F2,PLG,F3,F10,F7
GO:0048583	regulation of response to stimulus	9	4114	0.59	0.0117	9606.ENSP00000233156,9606.ENSP00000239938,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000356671,9606.ENSP00000364709,9606.ENSP00000364731	TFPI,EGR1,EGF,F2,PLG,F3,SERPINC1,F10,F7
GO:0030162	regulation of proteolysis	5	747	1.08	0.0122	9606.ENSP00000233156,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000334145,9606.ENSP00000356671	TFPI,EGF,F2,F3,SERPINC1
GO:0002576	platelet degranulation	3	129	1.62	0.0177	9606.ENSP00000265171,9606.ENSP00000308938,9606.ENSP00000356771	EGF,PLG,F5
GO:0007597	blood coagulation, intrinsic pathway	2	17	2.32	0.0178	9606.ENSP00000218099,9606.ENSP00000308541	F9,F2
GO:0050896	response to stimulus	11	8046	0.39	0.0198	9606.ENSP00000218099,9606.ENSP00000233156,9606.ENSP00000239938,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000356671,9606.ENSP00000356771,9606.ENSP00000364709,9606.ENSP00000364731	F9,TFPI,EGR1,EGF,F2,PLG,F3,SERPINC1,F5,F10,F7
GO:0051239	regulation of multicellular organismal process	8	3227	0.64	0.0198	9606.ENSP00000233156,9606.ENSP00000239938,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000356671,9606.ENSP00000364731	TFPI,EGR1,EGF,F2,PLG,F3,SERPINC1,F7
GO:0042730	fibrinolysis	2	20	2.25	0.0218	9606.ENSP00000308541,9606.ENSP00000308938	F2,PLG
GO:0051649	establishment of localization in cell	7	2375	0.72	0.0263	9606.ENSP00000218099,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000356771,9606.ENSP00000364709,9606.ENSP00000364731	F9,EGF,F2,PLG,F5,F10,F7
GO:0016485	protein processing	3	158	1.53	0.0267	9606.ENSP00000218099,9606.ENSP00000334145,9606.ENSP00000364731	F9,F3,F7
GO:0050927	positive regulation of positive chemotaxis	2	26	2.14	0.0319	9606.ENSP00000334145,9606.ENSP00000364731	F3,F7
GO:0032103	positive regulation of response to external stimulus	4	511	1.14	0.0375	9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000364731	F2,PLG,F3,F7
GO:1902533	positive regulation of intracellular signal transduction	5	1041	0.93	0.0416	9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000334145,9606.ENSP00000364709,9606.ENSP00000364731	EGF,F2,F3,F10,F7
GO:0051240	positive regulation of multicellular organismal process	6	1770	0.78	0.0460	9606.ENSP00000239938,9606.ENSP00000265171,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000334145,9606.ENSP00000364731	EGR1,EGF,F2,PLG,F3,F7
