#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:2000026	regulation of multicellular organismal development	9	2096	0.88	4.96e-05	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,CAV1,ID1,TCF4,FOXO3,CREB1,TCF12
GO:0048513	animal organ development	10	3197	0.75	7.28e-05	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,LYL1,CAV1,ID3,ID1,FOXO3,CREB1,TCF12
GO:0051239	regulation of multicellular organismal process	10	3227	0.74	7.72e-05	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,CAV1,ID3,ID1,TCF4,FOXO3,CREB1,TCF12
GO:0048511	rhythmic process	5	271	1.52	0.00011	9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	EP300,ID3,ID1,FOXO3,CREB1
GO:0048699	generation of neurons	8	1551	0.96	0.00011	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,ID3,ID1,TCF4,FOXO3,CREB1,TCF12
GO:0045597	positive regulation of cell differentiation	7	993	1.1	0.00012	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,TCF4,FOXO3,CREB1,TCF12
GO:0045893	positive regulation of transcription, DNA-templated	8	1587	0.95	0.00012	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,LYL1,TCF4,FOXO3,CREB1,TCF12
GO:0007517	muscle organ development	5	291	1.49	0.00014	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000388940	MYOD1,EP300,CAV1,ID3,TCF12
GO:0051240	positive regulation of multicellular organismal process	8	1770	0.91	0.00024	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,CAV1,TCF4,FOXO3,CREB1,TCF12
GO:0045664	regulation of neuron differentiation	6	665	1.21	0.00025	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000365280,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000388940	TCF3,EP300,ID1,TCF4,FOXO3,TCF12
GO:0007623	circadian rhythm	4	142	1.7	0.00036	9606.ENSP00000263253,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000387699	EP300,ID3,ID1,CREB1
GO:0045944	positive regulation of transcription by RNA polymerase II	7	1253	1.0	0.00043	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000381382,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	MYOD1,TCF3,EP300,TCF4,FOXO3,CREB1,TCF12
GO:0070482	response to oxygen levels	5	379	1.37	0.00043	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,EP300,CAV1,FOXO3,CREB1
GO:0045892	negative regulation of transcription, DNA-templated	7	1273	0.99	0.00046	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	TCF3,EP300,CAV1,ID3,ID1,FOXO3,CREB1
GO:0051090	regulation of DNA-binding transcription factor activity	5	437	1.31	0.00075	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280	TCF3,EP300,CAV1,ID3,ID1
GO:1990090	cellular response to nerve growth factor stimulus	3	50	2.03	0.00089	9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	ID1,FOXO3,CREB1
GO:0000122	negative regulation of transcription by RNA polymerase II	6	895	1.08	0.00099	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824	TCF3,EP300,CAV1,ID3,ID1,FOXO3
GO:1903706	regulation of hemopoiesis	5	493	1.26	0.0011	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,FOXO3,CREB1,TCF12
GO:0071453	cellular response to oxygen levels	4	216	1.52	0.0012	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824	MYOD1,EP300,CAV1,FOXO3
GO:0071407	cellular response to organic cyclic compound	5	537	1.22	0.0015	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824	MYOD1,CAV1,ID3,ID1,FOXO3
GO:0010720	positive regulation of cell development	5	556	1.2	0.0018	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000381382,9606.ENSP00000388940	MYOD1,TCF3,EP300,TCF4,TCF12
GO:1901701	cellular response to oxygen-containing compound	6	1055	1.01	0.0021	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,CAV1,ID3,ID1,FOXO3,CREB1
GO:0070542	response to fatty acid	3	91	1.77	0.0038	9606.ENSP00000363689,9606.ENSP00000385824,9606.ENSP00000387699	ID3,FOXO3,CREB1
GO:1901653	cellular response to peptide	4	331	1.33	0.0055	9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	CAV1,ID1,FOXO3,CREB1
GO:0001666	response to hypoxia	4	342	1.32	0.0061	9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699	EP300,CAV1,FOXO3,CREB1
GO:0030183	B cell differentiation	3	110	1.69	0.0063	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000264824	TCF3,EP300,LYL1
GO:0007519	skeletal muscle tissue development	3	124	1.63	0.0086	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191	MYOD1,EP300,CAV1
GO:0045666	positive regulation of neuron differentiation	4	377	1.28	0.0086	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000381382,9606.ENSP00000388940	TCF3,EP300,TCF4,TCF12
GO:0009653	anatomical structure morphogenesis	7	2165	0.76	0.0091	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,EP300,CAV1,ID3,ID1,FOXO3,CREB1
GO:0009719	response to endogenous stimulus	6	1447	0.87	0.0109	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,EP300,CAV1,ID1,FOXO3,CREB1
GO:0009725	response to hormone	5	849	1.02	0.0113	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,EP300,CAV1,FOXO3,CREB1
GO:0033993	response to lipid	5	858	1.02	0.0117	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,CAV1,ID3,FOXO3,CREB1
GO:0072359	circulatory system development	5	872	1.01	0.0125	9606.ENSP00000263253,9606.ENSP00000264824,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280	EP300,LYL1,CAV1,ID3,ID1
GO:0002682	regulation of immune system process	6	1514	0.85	0.0134	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699,9606.ENSP00000388940	TCF3,EP300,CAV1,FOXO3,CREB1,TCF12
GO:0071560	cellular response to transforming growth factor beta stimulus	3	149	1.55	0.0135	9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000387699	CAV1,ID1,CREB1
GO:0009267	cellular response to starvation	3	154	1.54	0.0147	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000385824	MYOD1,CAV1,FOXO3
GO:0071310	cellular response to organic substance	7	2369	0.72	0.0148	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,EP300,CAV1,ID3,ID1,FOXO3,CREB1
GO:0002684	positive regulation of immune system process	5	949	0.97	0.0169	9606.ENSP00000262965,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699	TCF3,EP300,CAV1,FOXO3,CREB1
GO:0009887	animal organ morphogenesis	5	967	0.96	0.0177	9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000385824	EP300,CAV1,ID3,ID1,FOXO3
GO:0030324	lung development	3	170	1.5	0.0177	9606.ENSP00000263253,9606.ENSP00000365280,9606.ENSP00000387699	EP300,ID1,CREB1
GO:0042127	regulation of cell population proliferation	6	1642	0.81	0.0184	9606.ENSP00000250003,9606.ENSP00000262965,9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,TCF3,CAV1,ID1,FOXO3,CREB1
GO:0071363	cellular response to growth factor stimulus	4	494	1.16	0.0190	9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	CAV1,ID1,FOXO3,CREB1
GO:0071396	cellular response to lipid	4	528	1.13	0.0241	9606.ENSP00000250003,9606.ENSP00000363689,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,ID3,FOXO3,CREB1
GO:0009888	tissue development	6	1760	0.78	0.0254	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000365280,9606.ENSP00000387699	MYOD1,EP300,CAV1,ID3,ID1,CREB1
GO:0032870	cellular response to hormone stimulus	4	569	1.1	0.0300	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,CAV1,FOXO3,CREB1
GO:0043393	regulation of protein binding	3	212	1.4	0.0300	9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000365280	EP300,CAV1,ID1
GO:0071495	cellular response to endogenous stimulus	5	1181	0.88	0.0394	9606.ENSP00000250003,9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000385824,9606.ENSP00000387699	MYOD1,CAV1,ID1,FOXO3,CREB1
GO:0045668	negative regulation of osteoblast differentiation	2	45	1.9	0.0425	9606.ENSP00000363689,9606.ENSP00000365280	ID3,ID1
GO:0051130	positive regulation of cellular component organization	5	1209	0.87	0.0425	9606.ENSP00000250003,9606.ENSP00000263253,9606.ENSP00000339191,9606.ENSP00000365280,9606.ENSP00000387699	MYOD1,EP300,CAV1,ID1,CREB1
GO:0007595	lactation	2	46	1.89	0.0433	9606.ENSP00000339191,9606.ENSP00000387699	CAV1,CREB1
GO:0030857	negative regulation of epithelial cell differentiation	2	47	1.88	0.0445	9606.ENSP00000339191,9606.ENSP00000365280	CAV1,ID1
GO:0043065	positive regulation of apoptotic process	4	660	1.03	0.0474	9606.ENSP00000339191,9606.ENSP00000363689,9606.ENSP00000385824,9606.ENSP00000387699	CAV1,ID3,FOXO3,CREB1
GO:0045637	regulation of myeloid cell differentiation	3	260	1.31	0.0481	9606.ENSP00000263253,9606.ENSP00000385824,9606.ENSP00000387699	EP300,FOXO3,CREB1
