Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6gh8(chain_b)_Lujo_Amb26013366_uff_E=55.10,-3.4,13.684,12.875
6gh8(chain_b)_Lujo_Amb26013366_uff_E=55.10,-3.4,22.723,21.957
6gh8(chain_b)_Lujo_Amb26013366_uff_E=55.10,-3.4,2.636,2.312
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.3,12.751,12.569
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.3,12.834,12.491
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.3,25.333,24.804
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.2,24.201,23.361
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.1,12.821,12.52
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.1,20.364,19.775
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.0,15.546,14.927
6gh8(chain_b)_Lujo_Amb26019030_uff_E=133.37,-3.0,24.571,24.167
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.3,12.969,12.462
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.2,23.001,22.171
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.2,13.161,12.383
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.2,13.051,12.415
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.2,2.199,1.706
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.2,23.648,22.781
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.1,23.21,22.34
6gh8(chain_b)_Lujo_Amb26044968_uff_E=218.43,-3.1,23.723,22.755
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.9,12.015,11.077
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.8,3.817,1.678
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.8,15.413,14.082
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.7,13.268,12.502
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.6,26.102,25.006
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.6,14.718,13.447
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.6,13.218,12.428
6gh8(chain_b)_Lujo_Amb26071807_uff_E=149.20,-3.6,11.717,11.003
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-4.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.9,20.331,19.344
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.9,19.771,18.628
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.9,19.359,18.247
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.8,8.962,7.893
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.8,9.964,9.081
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.8,9.318,8.283
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.7,2.066,1.414
6gh8(chain_b)_Lujo_Amb26081503_uff_E=45.64,-3.7,4.019,2.987
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-4.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.9,12.354,11.53
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.9,3.601,1.534
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.9,13.504,12.826
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.7,13.957,13.223
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.7,14.844,13.663
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.7,12.174,11.574
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.6,25.754,24.834
6gh8(chain_b)_Lujo_Amb26081613_uff_E=189.75,-3.6,26.242,25.476
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.8,2.046,1.241
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.7,25.664,24.471
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.7,25.479,24.292
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.6,13.67,12.865
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.6,25.825,24.951
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.6,26.04,24.989
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.6,25.867,24.802
6gh8(chain_b)_Lujo_Amb26081636_uff_E=236.95,-3.5,13.15,12.325
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-4.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.9,1.972,1.708
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.9,14.186,13.183
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.9,4.114,2.538
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.9,25.437,24.129
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.8,15.39,14.179
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.8,12.306,11.08
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.7,25.588,24.165
6gh8(chain_b)_Lujo_Amb26083081_uff_E=176.08,-3.7,14.17,12.961
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-4.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-4.1,12.522,12.038
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-4.0,25.221,24.225
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-4.0,12.685,12.052
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-4.0,25.696,24.921
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-3.9,14.792,13.381
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-3.9,15.125,14.036
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-3.8,25.173,24.7
6gh8(chain_b)_Lujo_Amb26084143_uff_E=94.41,-3.6,25.265,24.694
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-5.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-5.3,2.586,1.587
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-5.1,24.351,22.985
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-5.1,6.275,2.534
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-5.0,5.988,2.583
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-4.9,8.442,5.253
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-4.9,2.29,2.086
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-4.8,16.938,15.447
6gh8(chain_b)_Lujo_Amb2608862_uff_E=356.76,-4.7,6.81,3.583
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.4,11.699,11.132
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.0,26.368,24.591
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.0,12.527,11.543
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.0,4.974,2.53
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-4.0,26.443,24.772
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-3.9,26.154,24.757
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-3.9,12.589,11.916
6gh8(chain_b)_Lujo_Amb26348286_uff_E=73.61,-3.9,3.375,2.478
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-4.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-4.5,1.668,1.367
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-4.2,3.466,1.732
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-4.1,25.192,23.944
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-4.0,3.623,1.536
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-3.9,25.824,25.019
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-3.8,26.007,25.033
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-3.8,2.277,1.908
6gh8(chain_b)_Lujo_Amb26417893_uff_E=260.66,-3.7,19.195,18.247
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.7,0.0,0.0
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.6,1.948,1.704
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.5,15.239,14.307
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.2,2.486,2.009
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.2,26.992,26.225
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.2,2.565,2.3
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.2,25.515,24.823
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.1,25.906,25.217
6gh8(chain_b)_Lujo_Amb26441900_uff_E=38.88,-3.0,13.563,12.87
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.4,15.707,14.339
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.4,20.745,19.332
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.4,20.358,19.152
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.4,17.043,14.909
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.3,16.295,14.812
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.3,15.397,14.295
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.2,20.134,18.807
6gh8(chain_b)_Lujo_Amb26460955_uff_E=215.50,-4.2,16.977,15.571
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.1,21.826,20.135
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.1,1.626,1.276
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.0,1.752,1.412
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.0,2.925,2.195
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-5.0,6.246,3.426
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-4.9,5.917,2.477
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-4.9,23.648,22.407
6gh8(chain_b)_Lujo_Amb26536467_uff_E=378.96,-4.8,24.902,24.192
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-4.0,0.0,0.0
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-4.0,13.71,12.747
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-4.0,13.517,12.57
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.8,4.161,2.55
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.8,11.657,10.686
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.7,15.379,14.333
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.6,15.336,13.923
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.6,4.165,2.264
6gh8(chain_b)_Lujo_Amb26651635_uff_E=110.88,-3.6,11.1,9.575
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.9,4.54,2.749
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.8,26.7,25.554
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.8,27.116,26.112
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.8,26.374,25.512
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.8,27.647,26.639
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.7,27.83,26.496
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.6,4.384,3.493
6gh8(chain_b)_Lujo_Amb26660629_uff_E=40.90,-3.6,26.93,26.26
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.8,8.379,3.509
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.4,9.532,3.872
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.1,4.755,2.691
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.1,21.408,17.928
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.0,21.355,17.769
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-6.0,21.265,17.713
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-5.9,2.179,1.459
6gh8(chain_b)_Lujo_Amb2678449_uff_E=659.07,-5.9,21.8,18.247
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.4,4.93,3.282
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.4,7.022,4.687
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.3,7.469,5.064
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.3,25.659,24.621
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.2,6.834,4.229
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.2,12.864,11.12
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-5.0,28.512,26.221
6gh8(chain_b)_Lujo_Amb2719673_uff_E=695.77,-4.8,24.295,22.196
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-5.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-5.2,6.327,3.32
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-5.0,25.849,24.463
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.9,2.013,1.617
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.8,5.999,2.277
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.8,5.921,2.169
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.8,5.504,3.223
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.7,22.501,21.575
6gh8(chain_b)_Lujo_Amb2745408_uff_E=427.85,-4.7,24.948,23.411
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.5,12.361,11.781
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.5,24.696,24.075
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.4,12.85,12.111
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.4,26.699,26.095
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.3,24.458,24.047
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.3,3.266,1.993
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.3,4.178,2.755
6gh8(chain_b)_Lujo_Amb27617120_uff_E=39.42,-3.3,13.038,12.069
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.6,23.237,22.12
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.6,24.205,22.885
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.5,8.895,8.014
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.4,22.739,22.009
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.4,2.622,2.285
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.4,13.59,12.707
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.4,21.668,21.073
6gh8(chain_b)_Lujo_Amb27645159_uff_E=35.34,-3.3,1.823,1.772
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-7.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-7.2,9.32,3.545
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-7.2,4.633,2.616
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-7.0,5.212,2.587
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-7.0,8.565,3.28
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-6.8,21.395,17.755
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-6.6,21.439,17.955
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-6.6,10.165,3.922
6gh8(chain_b)_Lujo_Amb28536894_uff_E=687.44,-6.6,22.557,18.602
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-5.4,0.0,0.0
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.9,9.993,3.622
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.8,24.703,19.705
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.8,8.266,2.802
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.7,21.955,16.002
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.7,10.321,3.596
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.7,13.733,8.376
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.6,10.359,3.544
6gh8(chain_b)_Lujo_Amb28543952_uff_E=1503.46,-4.6,24.014,18.911
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.1,14.295,14.295
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.1,16.942,16.942
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.0,28.558,28.558
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.0,18.543,18.543
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.0,12.279,12.279
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-1.0,24.812,24.812
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-0.9,8.344,8.344
6gh8(chain_b)_Lujo_Amb28992585_uff_E=7566.38,-0.9,14.821,14.821
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.5,0.0,0.0
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.5,11.85,10.982
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.4,11.003,10.243
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.3,3.893,1.741
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.3,16.184,14.304
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.3,12.484,11.721
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.3,11.729,11.024
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.3,2.727,1.907
6gh8(chain_b)_Lujo_Amb31295177_uff_E=689.95,-3.2,12.464,11.767
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-4.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-4.0,25.624,24.348
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-4.0,15.086,14.082
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.9,3.501,2.801
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.8,25.232,24.069
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.8,2.858,2.566
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.8,25.989,24.584
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.7,4.477,3.936
6gh8(chain_b)_Lujo_Amb31295817_uff_E=51.45,-3.7,3.173,2.172
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-6.9,0.0,0.0
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-6.7,4.828,2.529
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-6.1,23.131,19.755
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-6.0,22.777,19.868
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-6.0,21.559,18.178
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-5.9,9.901,3.611
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-5.8,21.528,18.058
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-5.7,22.234,19.182
6gh8(chain_b)_Lujo_Amb32411857_uff_E=676.69,-5.6,5.128,2.502
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-7.2,0.0,0.0
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.9,19.026,16.738
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.9,19.744,17.738
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.7,9.131,6.055
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.6,8.513,5.816
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.5,24.209,22.665
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.4,2.188,1.654
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.1,2.558,2.13
6gh8(chain_b)_Lujo_Amb33825548_uff_E=469.83,-6.1,24.008,21.165
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.5,22.822,20.904
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.5,7.267,2.692
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.4,2.833,1.625
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.4,23.728,22.17
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.4,3.132,2.255
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.3,6.367,3.794
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.2,22.624,19.867
6gh8(chain_b)_Lujo_Amb33825549_uff_E=424.18,-5.2,8.353,2.321
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-6.3,0.0,0.0
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-6.2,31.214,29.46
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-6.0,17.511,14.514
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-6.0,19.567,16.438
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-6.0,19.144,16.578
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-5.9,8.908,2.829
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-5.9,14.368,12.203
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-5.9,19.618,16.127
6gh8(chain_b)_Lujo_Amb33825707_uff_E=702.90,-5.9,8.633,3.067
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-6.1,0.0,0.0
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-6.1,9.355,4.761
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-6.0,23.72,22.554
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-6.0,17.235,14.336
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-6.0,9.445,4.438
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-5.8,9.897,3.024
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-5.8,21.659,20.193
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-5.8,25.429,23.408
6gh8(chain_b)_Lujo_Amb33825708_uff_E=702.90,-5.6,3.826,2.576
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-6.8,0.0,0.0
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-6.1,9.725,3.895
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-6.1,24.265,20.936
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-6.0,8.233,3.967
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-5.9,24.179,20.785
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-5.9,21.699,18.157
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-5.8,6.046,3.559
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-5.7,23.166,19.84
6gh8(chain_b)_Lujo_Amb33825939_uff_E=650.89,-5.6,22.815,20.08
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.5,7.743,4.565
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.5,5.914,3.232
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.4,7.989,3.275
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.3,6.544,3.472
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.2,20.4,17.898
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.1,4.733,1.919
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.0,20.741,18.187
6gh8(chain_b)_Lujo_Amb33828957_uff_E=477.82,-5.0,9.362,5.124
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.6,0.0,0.0
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.5,1.749,1.428
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.3,6.768,4.981
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.3,25.465,23.98
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.1,24.306,22.93
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.1,4.43,3.042
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.0,25.942,24.937
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-5.0,26.7,24.504
6gh8(chain_b)_Lujo_Amb33829277_uff_E=406.33,-4.8,26.056,24.318
6gh8(chain_b)_Lujo_Amb33834778_uff_E=406.33,-5.6,0.0,0.0
